"AIRCRAFT","CALLSIGN","DESTINATIONAIRPORT","ICAO24","ID","LASTOBSERVATION","ORIGINAIRPORT","ORIGINCOUNTRY","SPOTTEDDATE","SPOTTEDPL","UUID"
"reg: D-ABYK, hex: 3C4B2B, airline: Lufthansa, model: B747-830","DLH463  ","EDDF","3c4b2b","450","2022-05-17 12:32:46.032","KMIA","Germany","2022-05-17 12:32:46.032","false",""
"reg: N573UP, hex: A75B5E, airline: UPS, model: B747-44AFSCD","UPS560  ","KMSP","a75b5e","451","2022-05-17 12:32:46.032","KSDF","United States","2022-05-17 12:32:46.032","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH462  ","KMIA","3c4b23","452","2022-05-17 12:32:46.032","EDDF","Germany","2022-05-17 12:32:46.032","false",""
"reg: N579UP, hex: A771A8, airline: UPS, model: B747-45EBCF","UPS80   ","PANC","a771a8","453","2022-05-17 12:32:46.032","KONT","United States","2022-05-17 12:32:46.032","false",""
"reg: OE-IFM, hex: 440A8C, airline: ASL Airlines Belgium, model: B747-4KZFSCD","TAY010  ","KJFK","440a8c","454","2022-05-17 12:32:46.032","EBLG","Austria","2022-05-17 12:32:46.032","false",""
"reg: N623UP, hex: A82332, airline: UPS, model: B747-8F","UPS213  ","EDDK","a82332","455","2022-05-17 12:32:46.032","KSDF","United States","2022-05-17 12:32:46.032","false",""
"reg: B-LJL, hex: 780A6F, airline: Cathay Pacific, model: B747-867F","CPA3653 ","VHHH","780a6f","456","2022-05-17 12:32:46.032","RJAA","China","2022-05-17 12:32:46.032","false",""
"reg: N613UP, hex: A7FBB3, airline: UPS, model: B747-8F","UPS62   ","VHHH","a7fbb3","457","2022-05-17 12:46:09.627","PANC","United States","2022-05-17 12:46:09.627","false",""
"reg: HL-7639, hex: 71BE39, airline: Korean Air, model: B747-8B5F","KAL214  ","KSFO","71be39","458","2022-05-17 12:54:18.273","KLAX","Republic of Korea","2022-05-17 12:54:18.273","false",""
"reg: N782CK, hex: AA9830, airline: Kalitta Air, model: B747-4HQERF","CKS901  ","KORD","aa9830","459","2022-05-17 12:59:05.274","PANC","United States","2022-05-17 12:59:05.274","false",""
"reg: TF-LFC, hex: 4CC54C, airline: Air Atlanta Icelandic, model: 340-642","ABD841P ","","4cc54c","460","2022-05-17 13:00:12.561","","Iceland","2022-05-17 13:00:12.561","false",""
"reg: N703CK, hex: A95FEF, airline: Kalitta Air, model: B747-412BCF","CKS208  ","KATL","a95fef","461","2022-05-17 13:01:25.872","EHAM","United States","2022-05-17 13:01:25.872","false",""
"reg: LX-JCV, hex: 4D0119, airline: Cargolux, model: B747-4EVERF","CLX4482 ","","4d0119","462","2022-05-17 13:02:07.524","ELLX","Luxembourg","2022-05-17 13:02:07.524","false",""
"reg: N611UP, hex: A7F445, airline: UPS, model: B747-8F","UPS63   ","KSDF","a7f445","463","2022-05-17 13:04:37.646","PANC","United States","2022-05-17 13:04:37.646","false",""
"reg: LX-OCV, hex: 4D0140, airline: Cargolux, model: B747-4R7F","CLX98B  ","KORD","4d0140","464","2022-05-17 13:09:59.038","PANC","Luxembourg","2022-05-17 13:09:59.038","false",""
"reg: HL-7639, hex: 71BE39, airline: Korean Air, model: B747-8B5F","KAL214  ","RKSI","71be39","465","2022-05-17 13:11:52.678","KSFO","Republic of Korea","2022-05-17 13:11:52.678","false",""
"reg: N936CA, hex: ACFC26, airline: National Airlines, model: null","NCR881  ","","acfc26","466","2022-05-17 13:12:27.537","VHHH","United States","2022-05-17 13:12:27.537","false",""
"reg: N489MC, hex: A60B1E, airline: Atlas Air, model: B747-412FSCD","GTI8230 ","SBGR","a60b1e","467","2022-05-17 13:16:09.961","KMIA","United States","2022-05-17 13:16:09.961","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7973 ","WSSS","76ccd1","468","2022-05-17 13:17:17.971","VABB","Singapore","2022-05-17 13:17:17.971","false",""
"reg: TC-ACR, hex: 4B8472, airline: Qatar Airways, model: null","QTR8204 ","OTHH","4b8472","469","2022-05-17 13:19:03.908","EHAM","Turkey","2022-05-17 13:19:03.908","false",""
"reg: N452PA, hex: A57AD0, airline: Atlas Air, model: B747-46NF","GTI617  ","PANC","a57ad0","470","2022-05-17 13:21:55.201","VHHH","United States","2022-05-17 13:21:55.201","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS654  ","RKSI","a98edc","471","2022-05-17 13:21:55.201","PANC","United States","2022-05-17 13:21:55.201","false",""
"reg: B-OE696, hex: A84AB1, airline: Unknown/Private owner, model: null","UPS279  ","","a84ab1","472","2022-05-17 13:21:55.201","VIDP","United States","2022-05-17 13:21:55.201","false",""
"reg: N632UP, hex: A846FA, airline: UPS, model: B747-8F","UPS15   ","OMSJ","a846fa","473","2022-05-17 13:26:39.171","VTBS","United States","2022-05-17 13:26:39.171","false",""
"reg: N605UP, hex: A7DBA2, airline: UPS, model: B747-84AF","UPS12   ","OMSJ","a7dba2","474","2022-05-17 13:26:39.172","EDDK","United States","2022-05-17 13:26:39.172","false",""
"reg: 9V-SFP, hex: 76CCD0, airline: Singapore Airlines, model: B747-412F","SIA7298 ","","76ccd0","475","2022-05-17 13:27:23.572","YSSY","Singapore","2022-05-17 13:27:23.572","false",""
"reg: LX-UCV, hex: 4D010A, airline: Cargolux, model: B747-4R7F","CLX53L  ","","4d010a","476","2022-05-17 13:28:40.836","EHAM","Luxembourg","2022-05-17 13:28:40.836","false",""
"reg: N452SN, hex: A57B27, airline: Western Global, model: B747-48EBDSF","WGN5870 ","RJAA","a57b27","477","2022-05-17 13:31:37.834","KLAX","United States","2022-05-17 13:31:37.834","false",""
"reg: B-LJL, hex: 780A6F, airline: Cathay Pacific, model: B747-867F","CPA3653 ","VHHH","780a6f","478","2022-05-17 13:31:37.834","RJAA","China","2022-05-17 13:31:37.834","false",""
"reg: ER-BAM, hex: 504E27, airline: Aerotranscargo, model: B747-409BDSF","ATG5513 ","","504e27","479","2022-05-17 13:39:15.791","LHBP","Republic of Moldova","2022-05-17 13:39:15.791","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS654  ","RKSI","a98edc","480","2022-05-17 13:41:48.874","PANC","United States","2022-05-17 13:41:48.874","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS636  ","RKSI","a97639","481","2022-05-17 13:45:10.115","KCVG","United States","2022-05-17 13:45:10.115","false",""
"reg: N492MC, hex: A6189C, airline: Atlas Air, model: B747-47UF","GTI583  ","RKSI","a6189c","482","2022-05-17 13:45:45.038","PANC","United States","2022-05-17 13:45:45.038","false",""
"reg: N404KZ, hex: A4BC76, airline: Atlas Air, model: B747-481FSCD","GTI7110 ","KLAX","a4bc76","483","2022-05-17 13:56:40.079","RJAA","United States","2022-05-17 13:56:40.079","false",""
"reg: N475MC, hex: A5D4C3, airline: Atlas Air, model: B747-47UF","GTI8629 ","KORD","a5d4c3","484","2022-05-17 13:58:06.905","PANC","United States","2022-05-17 13:58:06.905","false",""
"reg: LX-VCC, hex: 4D0102, airline: Cargolux, model: B747-8R7F","CLX7961 ","RCTP","4d0102","485","2022-05-17 14:03:24.527","UBBB","Luxembourg","2022-05-17 14:03:24.527","false",""
"reg: N485MC, hex: A5FC42, airline: Atlas Air, model: B747-45EFSCD","GTI8137 ","","a5fc42","486","2022-05-17 14:04:35.477","RKSI","United States","2022-05-17 14:04:35.477","false",""
"reg: N742CK, hex: A9FA34, airline: Kalitta Air, model: B747-446(BCF)","CKS831  ","KCVG","a9fa34","487","2022-05-17 14:08:25.385","PANC","United States","2022-05-17 14:08:25.385","false",""
"reg: B-OE696, hex: A84AB1, airline: Unknown/Private owner, model: null","UPS279  ","","a84ab1","488","2022-05-17 14:08:25.386","VIDP","United States","2022-05-17 14:08:25.386","false",""
"reg: N702CA, hex: A95C2F, airline: National Airlines, model: null","NCR552  ","KORD","a95c2f","489","2022-05-17 14:10:29.001","PANC","United States","2022-05-17 14:10:29.001","false",""
"reg: N403KZ, hex: A4B8BF, airline: Kalitta Air, model: B747-481FSCD","CKS639  ","PANC","a4b8bf","490","2022-05-17 14:11:04.22","VHHH","United States","2022-05-17 14:11:04.22","false",""
"reg: JA18KZ, hex: 8478AB, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA133  ","RJAA","8478ab","491","2022-05-17 14:14:07.997","PANC","Japan","2022-05-17 14:14:07.997","false",""
"reg: N499MC, hex: A6329D, airline: Atlas Air, model: B747-47UF","GTI8410 ","KJFK","a6329d","492","2022-05-17 14:16:32.348","PANC","United States","2022-05-17 14:16:32.348","false",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","NCR543  ","KNKX","acb84d","493","2022-05-17 14:16:32.348","KORD","United States","2022-05-17 14:16:32.348","false",""
"reg: N625UP, hex: A82AA0, airline: UPS, model: B747-8F","UPS77   ","KSDF","a82aa0","494","2022-05-17 14:17:49.759","PANC","United States","2022-05-17 14:17:49.759","false",""
"reg: N284UP, hex: A2DEA7, airline: UPS, model: MD-11 F","UPS2783 ","KSDF","a2dea7","495","2022-05-17 14:18:48.485","KDFW","United States","2022-05-17 14:18:48.485","false",""
"reg: N710CK, hex: A97C49, airline: Kalitta Air, model: B747-4B5FSCD","CKS855  ","KCVG","a97c49","496","2022-05-17 14:20:03.331","PANC","United States","2022-05-17 14:20:03.331","false",""
"reg: OE-IFD, hex: 4408FF, airline: ASL Airlines Belgium, model: B747-4B5ERF","TAY823  ","","4408ff","497","2022-05-17 14:20:42.191","EBLG","Austria","2022-05-17 14:20:42.191","false",""
"reg: LX-RCV, hex: 4D0110, airline: Cargolux, model: B747-4R7F","CLX59E  ","KIAH","4d0110","498","2022-05-17 14:24:01.839","EGCN","Luxembourg","2022-05-17 14:24:01.839","false",""
"reg: B-18718, hex: 899104, airline: China Airlines, model: B747-409F","CAL5235 ","RCTP","899104","499","2022-05-17 14:24:01.839","KSEA","Taiwan","2022-05-17 14:24:01.839","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH760  ","VIDP","3c4b27","500","2022-05-17 14:26:16.742","EDDF","Germany","2022-05-17 14:26:16.742","false",""
"reg: N624UP, hex: A826E9, airline: UPS, model: B747-8F","UPS59   ","KONT","a826e9","501","2022-05-17 14:26:16.743","PANC","United States","2022-05-17 14:26:16.743","false",""
"reg: B-LIB, hex: 780218, airline: Cathay Pacific, model: B747-467ERF","CPA3751 ","VHHH","780218","502","2022-05-17 14:28:22.163","RJBB","China","2022-05-17 14:28:22.163","false",""
"reg: N578UP, hex: A76DF1, airline: UPS, model: B747-45EBCF","UPS237  ","EGNX","a76df1","503","2022-05-17 14:30:05.976","KPHL","United States","2022-05-17 14:30:05.976","false",""
"reg: JA16KZ, hex: 847183, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA203  ","VHHH","847183","504","2022-05-17 14:31:18.684","RJAA","Japan","2022-05-17 14:31:18.684","false",""
"reg: N452PA, hex: A57AD0, airline: Atlas Air, model: B747-46NF","GTI617  ","KHSV","a57ad0","505","2022-05-17 14:32:30.684","PANC","United States","2022-05-17 14:32:30.684","false",""
"reg: B-18701, hex: 899015, airline: China Airlines, model: B747-409F","CAL5321 ","RCTP","899015","506","2022-05-17 14:35:04.953","PANC","Taiwan","2022-05-17 14:35:04.953","false",""
"reg: N406KZ, hex: A4C3E4, airline: Atlas Air, model: B747-4KZFSCD","GTI8105 ","RKSI","a4c3e4","507","2022-05-17 14:35:41.429","KRFD","United States","2022-05-17 14:35:41.429","false",""
"reg: 4K-SW008, hex: 600BBE, airline: Silk Way West, model: B747-4R7F","AZG4957 ","UBBB","600bbe","508","2022-05-17 14:37:47.104","KRFD","Azerbaijan","2022-05-17 14:37:47.104","false",""
"reg: HL-7637, hex: 71BE37, airline: Korean Air, model: B747-8B5","KAL053  ","PHNL","71be37","509","2022-05-17 14:39:53.081","RKSI","Republic of Korea","2022-05-17 14:39:53.081","false",""
"reg: HL-7746, hex: 71BF46, airline: Asiana Airlines, model: 330-323X","AAR735  ","VVTS","71bf46","510","2022-05-17 14:41:06.1","RKSI","Republic of Korea","2022-05-17 14:41:06.1","false",""
"reg: HL-7617, hex: 71BE17, airline: Korean Air, model: B747-8B5F","KAL552  ","RKSI","71be17","511","2022-05-17 14:42:28.993","RJAA","Republic of Korea","2022-05-17 14:42:28.993","false",""
"reg: N453PA, hex: A57E87, airline: Polar Air Cargo, model: B747-46NF","PAC385  ","","a57e87","512","2022-05-17 14:48:44.171","RJAA","United States","2022-05-17 14:48:44.171","false",""
"reg: OE-IFM, hex: 440A8C, airline: ASL Airlines Belgium, model: B747-4KZFSCD","TAY011  ","CYHZ","440a8c","513","2022-05-17 14:49:26.171","KJFK","Austria","2022-05-17 14:49:26.171","false",""
"reg: LX-VCJ, hex: 4D0113, airline: Cargolux, model: B747-8R7F","CLX68A  ","ELLX","4d0113","514","2022-05-17 14:52:02.557","KJFK","Luxembourg","2022-05-17 14:52:02.557","false",""
"reg: OE-IFB, hex: 4408FD, airline: ASL Airlines Belgium, model: B747-4B5ERF","TAY816  ","","4408fd","515","2022-05-17 14:53:04.793","UAAA","Austria","2022-05-17 14:53:04.793","false",""
"reg: N250UP, hex: A2594E, airline: UPS, model: MD-11 F","UPS68   ","RJBB","a2594e","516","2022-05-17 14:56:25.786","PANC","United States","2022-05-17 14:56:25.786","false",""
"reg: N742CK, hex: A9FA34, airline: Kalitta Air, model: B747-446(BCF)","CKS831  ","KCVG","a9fa34","517","2022-05-17 14:57:03.831","PANC","United States","2022-05-17 14:57:03.831","false",""
"reg: N700CK, hex: A954CA, airline: Kalitta Air, model: B747-4R7F","CKS362  ","KSWF","a954ca","518","2022-05-17 14:58:13.104","KLAX","United States","2022-05-17 14:58:13.104","false",""
"reg: B-LJM, hex: 780A70, airline: Cathay Pacific, model: B747-867F","CPA3246 ","VHHH","780a70","519","2022-05-17 15:00:07.139","VGHS","China","2022-05-17 15:00:07.139","false",""
"reg: HL-7637, hex: 71BE37, airline: Korean Air, model: B747-8B5","KAL053  ","PHNL","71be37","520","2022-05-17 15:02:11.81","RKSI","Republic of Korea","2022-05-17 15:02:11.81","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS636  ","RKSI","a97639","521","2022-05-17 15:06:58.358","KCVG","United States","2022-05-17 15:06:58.358","false",""
"reg: N429MC, hex: A51E24, airline: Atlas Air, model: B747-481BCF","GTI21   ","SBKP","a51e24","522","2022-05-17 15:06:58.358","KMIA","United States","2022-05-17 15:06:58.358","false",""
"reg: N346UP, hex: A3D568, airline: UPS, model: B767-34AERF","UPS2215 ","KSDF","a3d568","523","2022-05-17 15:13:39.066","KBWI","United States","2022-05-17 15:13:39.066","false",""
"reg: N936CA, hex: ACFC26, airline: National Airlines, model: null","NCR881  ","PANC","acfc26","524","2022-05-17 15:14:15.45","RKSI","United States","2022-05-17 15:14:15.45","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b2a","525","2022-05-17 15:14:50.746","EDDF","Germany","2022-05-17 15:14:50.746","false",""
"reg: HL-7420, hex: 71BC20, airline: Asiana Airlines, model: B747-48EFSCD","AAR284  ","KSFO","71bc20","526","2022-05-17 15:15:33.023","KLAX","Republic of Korea","2022-05-17 15:15:33.023","false",""
"reg: 9V-SFI, hex: 76CCC9, airline: Singapore Airlines, model: B747-412FSCD","SIA7373 ","WSSS","76ccc9","527","2022-05-17 15:17:14.17","OMSJ","Singapore","2022-05-17 15:17:14.17","false",""
"reg: N278UP, hex: A2C604, airline: UPS, model: MD-11 F","UPS2751 ","KSDF","a2c604","528","2022-05-17 15:17:14.17","KDFW","United States","2022-05-17 15:17:14.17","false",""
"reg: B-LJA, hex: 780231, airline: Cathay Pacific, model: B747-867F","CPA3260 ","VHHH","780231","529","2022-05-17 15:17:14.171","ZUUU","China","2022-05-17 15:17:14.171","false",""
"reg: N702CA, hex: A95C2F, airline: National Airlines, model: null","NCR552  ","KORD","a95c2f","530","2022-05-17 15:18:10.722","PANC","United States","2022-05-17 15:18:10.722","false",""
"reg: TF-LFC, hex: 4CC54C, airline: Air Atlanta Icelandic, model: 340-642","ABD841P ","","4cc54c","531","2022-05-17 15:18:10.722","","Iceland","2022-05-17 15:18:10.722","false",""
"reg: N338UP, hex: A3B557, airline: UPS, model: B767-34AERF","UPS5513 ","KSDF","a3b557","532","2022-05-17 15:19:17.825","KONT","United States","2022-05-17 15:19:17.825","false",""
"reg: B-LIA, hex: 780217, airline: Cathay Pacific, model: B747-467ERF","CPA3641 ","VHHH","780217","533","2022-05-17 15:20:35.25","RKSI","China","2022-05-17 15:20:35.25","false",""
"reg: N512JN, hex: A669B2, airline: Western Global, model: MD-11 F","WGN3951 ","KHSV","a669b2","534","2022-05-17 15:22:15.777","PANC","United States","2022-05-17 15:22:15.777","false",""
"reg: JA17KZ, hex: 847517, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA134  ","KORD","847517","535","2022-05-17 15:22:55.475","PANC","Japan","2022-05-17 15:22:55.475","false",""
"reg: N644GT, hex: A874BF, airline: Polar Air Cargo, model: B767-3JHF","PAC224  ","","a874bf","536","2022-05-17 15:24:37.125","RCTP","United States","2022-05-17 15:24:37.125","false",""
"reg: B-LIF, hex: 78021C, airline: Cathay Pacific, model: B747-467ERF","CPA2033 ","VOMM","78021c","537","2022-05-17 15:25:15.479","VHHH","China","2022-05-17 15:25:15.479","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH456  ","KLAX","3c4b34","538","2022-05-17 20:57:16.748","EDDF","Germany","2022-05-17 20:57:16.748","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b28","539","2022-05-17 20:57:16.748","EDDF","Germany","2022-05-17 20:57:16.748","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS636  ","RKSI","a97639","540","2022-05-17 20:57:16.748","KCVG","United States","2022-05-17 20:57:16.748","false",""
"reg: N404KZ, hex: A4BC76, airline: Atlas Air, model: B747-481FSCD","GTI7109 ","RJAA","a4bc76","541","2022-05-17 20:57:16.748","KSFO","United States","2022-05-17 20:57:16.748","false",""
"reg: N401KZ, hex: A4B151, airline: Kalitta Air, model: B747-481FSCD","CKS812  ","","a4b151","542","2022-05-17 20:57:16.748","RKSI","United States","2022-05-17 20:57:16.748","false",""
"reg: N852GT, hex: ABAF6E, airline: Polar Air Cargo, model: B747-87UF","PAC977  ","RKSI","abaf6e","543","2022-05-17 20:57:16.748","KCVG","United States","2022-05-17 20:57:16.748","false",""
"reg: LX-VCB, hex: 4D0101, airline: Cargolux, model: B747-8R7F","CLX7342 ","VHHH","4d0101","544","2022-05-17 20:57:16.748","VTBS","Luxembourg","2022-05-17 20:57:16.748","false",""
"reg: LX-ICL, hex: 4D012C, airline: Cargolux, model: B747-467F","CLX6742 ","ELLX","4d012c","545","2022-05-17 20:57:16.748","SBKP","Luxembourg","2022-05-17 20:57:16.748","false",""
"reg: LX-VCM, hex: 4D0117, airline: Cargolux, model: B747-8R7F","CLX7202 ","VHHH","4d0117","546","2022-05-17 20:57:16.748","VTBS","Luxembourg","2022-05-17 20:57:16.748","false",""
"reg: B-LJC, hex: 780233, airline: Cathay Pacific, model: B747-867F","CPA2086 ","VHHH","780233","547","2022-05-17 20:57:16.748","PANC","China","2022-05-17 20:57:16.748","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS654  ","RKSI","a98edc","548","2022-05-17 20:57:16.748","PANC","United States","2022-05-17 20:57:16.748","false",""
"reg: B-18717, hex: 899103, airline: China Airlines, model: B747-409F","CAL5147 ","RJBB","899103","549","2022-05-17 20:57:16.748","PANC","Taiwan","2022-05-17 20:57:16.748","false",""
"reg: B-18716, hex: 899102, airline: China Airlines, model: B747-409F","CAL5256 ","KATL","899102","550","2022-05-17 20:57:16.748","PANC","Taiwan","2022-05-17 20:57:16.748","false",""
"reg: N496MC, hex: A62778, airline: Atlas Air, model: B747-47UF","GTI8764 ","PANC","a62778","551","2022-05-17 20:57:16.748","KMIA","United States","2022-05-17 20:57:16.748","false",""
"reg: N409MC, hex: A4CF26, airline: Atlas Air, model: B747-47UF","GTI8131 ","","a4cf26","552","2022-05-17 21:03:23.287","RKSI","United States","2022-05-17 21:03:23.287","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7973 ","WSSS","76ccd1","553","2022-05-17 21:04:09.058","VABB","Singapore","2022-05-17 21:04:09.058","false",""
"reg: N625UP, hex: A82AA0, airline: UPS, model: B747-8F","UPS77   ","KSDF","a82aa0","554","2022-05-17 21:07:58.437","PANC","United States","2022-05-17 21:07:58.437","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b2a","555","2022-05-17 21:07:58.437","EDDF","Germany","2022-05-17 21:07:58.437","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b2f","556","2022-05-17 21:08:40.802","EDDF","Germany","2022-05-17 21:08:40.802","false",""
"reg: N452PA, hex: A57AD0, airline: Atlas Air, model: B747-46NF","GTI617  ","KHSV","a57ad0","557","2022-05-17 21:09:49.973","PANC","United States","2022-05-17 21:09:49.973","false",""
"reg: LX-VCC, hex: 4D0102, airline: Cargolux, model: B747-8R7F","CLX7972 ","ELLX","4d0102","558","2022-05-17 21:09:49.982","WSSS","Luxembourg","2022-05-17 21:09:49.982","false",""
"reg: N611UP, hex: A7F445, airline: UPS, model: B747-8F","UPS63   ","KSDF","a7f445","559","2022-05-17 21:10:32.795","PANC","United States","2022-05-17 21:10:32.795","false",""
"reg: N576UP, hex: A76683, airline: UPS, model: B747-44AFSCD","UPS2966 ","PHNL","a76683","560","2022-05-17 21:12:44.354","KSDF","United States","2022-05-17 21:12:44.354","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH456  ","KLAX","3c4b34","561","2022-05-17 21:19:52.831","EDDF","Germany","2022-05-17 21:19:52.831","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH760  ","VIDP","3c4b27","562","2022-05-17 21:19:52.831","EDDF","Germany","2022-05-17 21:19:52.831","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b28","563","2022-05-17 21:19:52.831","EDDF","Germany","2022-05-17 21:19:52.831","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b2f","564","2022-05-17 21:19:52.831","EDDF","Germany","2022-05-17 21:19:52.831","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b2a","565","2022-05-17 21:19:52.831","EDDF","Germany","2022-05-17 21:19:52.831","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH422  ","KBOS","3c4a8b","566","2022-05-17 21:19:52.837","EDDF","Germany","2022-05-17 21:19:52.837","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH462  ","KMIA","3c4b23","567","2022-05-17 21:19:52.84","EDDF","Germany","2022-05-17 21:19:52.84","false",""
"reg: D-ABYR, hex: 3C4B32, airline: Lufthansa, model: B747-230B","DLH402  ","KEWR","3c4b32","568","2022-05-17 21:19:52.831","EDDF","Germany","2022-05-17 21:19:52.831","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ad7","569","2022-05-17 21:45:21.091","EDDF","Germany","2022-05-17 21:45:21.091","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b28","570","2022-05-17 22:11:48.578","EDDF","Germany","2022-05-17 22:11:48.578","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ad7","571","2022-05-17 22:15:53.736","EDDF","Germany","2022-05-17 22:15:53.736","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH511  ","EDDF","3c4b2c","572","2022-05-17 22:16:32.325","SAEZ","Germany","2022-05-17 22:16:32.325","false",""
"reg: D-ABYN, hex: 3C4B2E, airline: Lufthansa, model: B747-830","DLH572  ","FAOR","3c4b2e","573","2022-05-17 22:20:30.333","EDDF","Germany","2022-05-17 22:20:30.333","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH401  ","EDDF","3c4b24","574","2022-05-17 22:36:56.099","KJFK","Germany","2022-05-17 22:36:56.099","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ad7","575","2022-05-17 22:56:35.538","EDDF","Germany","2022-05-17 22:56:35.538","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH761  ","EDDF","3c4b27","576","2022-05-17 23:57:14.699","VIDP","Germany","2022-05-17 23:57:14.699","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","577","2022-05-17 23:57:14.699","KIAH","Germany","2022-05-17 23:57:14.699","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH431  ","EDDF","3c4b29","578","2022-05-17 23:57:14.699","KORD","Germany","2022-05-17 23:57:14.699","false",""
"reg: D-ABYN, hex: 3C4B2E, airline: Lufthansa, model: B747-830","DLH572  ","FAOR","3c4b2e","579","2022-05-17 23:59:53.835","EDDF","Germany","2022-05-17 23:59:53.835","false",""
"reg: D-ABYU, hex: 3C4B35, airline: Lufthansa, model: B747-830","DLH507  ","EDDF","3c4b35","580","2022-05-18 00:04:24.826","SBGR","Germany","2022-05-18 00:04:24.826","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH511  ","EDDF","3c4b2c","581","2022-05-18 00:36:49.427","SAEZ","Germany","2022-05-18 00:36:49.427","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b2f","582","2022-05-18 00:47:21.587","EDDF","Germany","2022-05-18 00:47:21.587","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH423  ","EDDF","3c4a8b","583","2022-05-18 00:47:21.587","KBOS","Germany","2022-05-18 00:47:21.587","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","584","2022-05-18 00:50:32.101","KLAX","Germany","2022-05-18 00:50:32.101","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","585","2022-05-18 01:12:01.429","KSFO","Germany","2022-05-18 01:12:01.429","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH463  ","EDDF","3c4b23","586","2022-05-18 01:12:48.366","KMIA","Germany","2022-05-18 01:12:48.366","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b2f","587","2022-05-18 01:29:04.192","EDDF","Germany","2022-05-18 01:29:04.192","false",""
